data_collector|person_id|side|height.NA|head.height.NA|head.circumference.NA|hand.length.left|hand.length.right|hand.width.left|hand.width.right|hand.elbow.left|hand.elbow.right|elbow.armpit.left|elbow.armpit.right|arm.reach.left|arm.reach.right|arm.span.NA|foot.length.left|foot.length.right|floor.kneepit.left|floor.kneepit.right|floor.hip.left|floor.hip.right|floor.navel.NA|floor.armpit.left|floor.armpit.right|units|writing|eye|eye_color|swinging|age|gender|quality|minutes|ethnicity|notes
9c2633aaa2d945bb10608ad13c3a11a9|1cef05bce7879e0ffee01b0cb8d78c32|right|152.1|23|NA|17|16.9|18.2|18.1|34.8|35|22.7|22.3|188.2|188.2|148.2|21.4|21.9|37.5|37.5|88|87.5|NA|122.5|124.5|cm|right|both|blue|right|21|F|10|15|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|7ccb01feee114272ab008022a14ededb|right|174|22.1|NA|19|18.1|20|19.4|45|46.1|26|26|223|223|167|23|23|49.5|51|103|101.5|NA|140.1|141.4|cm|right|both|brown|right|22|M|7|22|Hispanic|NA
9c2633aaa2d945bb10608ad13c3a11a9|045e02304948042a658b4faa4bd8e54e|right|168|18|NA|15|NA|14|NA|52|NA|33|NA|183|NA|157|20|NA|41|NA|102|NA|NA|139|NA|cm|left|both|brown|left|23|M|9|15|black|NA
9c2633aaa2d945bb10608ad13c3a11a9|51e383ff163861b0e2fc71e939a5b118|right|164|23|NA|17|17|19|19|39|39|29|29|202|202|155|23|23|39|39|88|88|NA|127|127|cm|right|both|blue|right|23|F|8|15|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|6d672001f80f375570c44439c540bebf|right|181|26|NA|20|20|24|24|43|43|28|28|231|231|183|25|25|42|42|99|99|NA|144|144|cm|left|left|blue|left|23|F|9|11|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|98569fbc2cb9141f60d0ae5cfa7501cb|right|156.2|22.5|NA|18.2|18.5|20.2|20.4|37.1|38.2|32|31|206|206|167.5|25.4|25.4|42|42.5|95|97|NA|131|131.6|cm|right|both|hazel|right|63|M|9|17|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|8d98590f4401d70a1d0a04293499b87c|right|154.3|22.5|NA|17.2|16.9|18.6|19|36.9|36|25|25|150.1|150.1|150.1|22.2|21.7|38.5|38.5|89.5|89.5|NA|122|122|cm|right|both|blue|right|59|F|10|13|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|a9b12538812f18facbfcbd5f2c12663b|right|154.3|23|NA|17|17|18.5|18.5|36|36|24.5|24.5|192|192|151|22|22|38.5|38.5|88|88|NA|123|123|cm|right|both|brown|right|23|M|8|19|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|7a87fa2f3e4e4ca864a254fef98ecdc0|right|172.7|20|NA|18|NA|14|NA|38.5|NA|20|NA|38|NA|154|26|NA|45|NA|96|NA|NA|135|NA|cm|right|right|brown|right|20|F|9|14|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|8e231231fb1ab2d42c266670295eee16|right|164|23|NA|17|17|19|NA|38.7|NA|27.7|NA|201.1|NA|154.3|23.3|NA|38.5|NA|88|NA|NA|127|NA|cm|right|both|blue|right|26|F|7|15|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|1cef05bce7879e0ffee01b0cb8d78c32|right|152.1|23|NA|17|16.9|18.2|18.1|34.8|35|22.7|22.3|188.2|188.2|148.2|21.4|21.9|37.5|37.5|88|87.5|NA|122.5|124.5|cm|right|both|blue|right|21|F|10|15|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|7ccb01feee114272ab008022a14ededb|right|174|22.1|NA|19|18.1|20|19.4|45|46.1|26|26|223|223|167|23|23|49.5|51|103|101.5|NA|140.1|141.4|cm|right|both|brown|right|22|M|7|22|Hispanic|NA
9c2633aaa2d945bb10608ad13c3a11a9|045e02304948042a658b4faa4bd8e54e|right|168|18|NA|15|NA|14|NA|52|NA|33|NA|183|NA|157|20|NA|41|NA|102|NA|NA|139|NA|cm|left|both|brown|left|23|M|9|15|black|NA
9c2633aaa2d945bb10608ad13c3a11a9|51e383ff163861b0e2fc71e939a5b118|right|164|23|NA|17|17|19|19|39|39|29|29|202|202|155|23|23|39|39|88|88|NA|127|127|cm|right|both|blue|right|23|F|8|15|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|6d672001f80f375570c44439c540bebf|right|181|26|NA|20|20|24|24|43|43|28|28|231|231|183|25|25|42|42|99|99|NA|144|144|cm|left|left|blue|left|23|F|9|11|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|98569fbc2cb9141f60d0ae5cfa7501cb|right|156.2|22.5|NA|18.2|18.5|20.2|20.4|37.1|38.2|32|31|206|206|167.5|25.4|25.4|42|42.5|95|97|NA|131|131.6|cm|right|both|hazel|right|63|M|9|17|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|8d98590f4401d70a1d0a04293499b87c|right|154.3|22.5|NA|17.2|16.9|18.6|19|36.9|36|25|25|150.1|150.1|150.1|22.2|21.7|38.5|38.5|89.5|89.5|NA|122|122|cm|right|both|blue|right|59|F|10|13|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|a9b12538812f18facbfcbd5f2c12663b|right|154.3|23|NA|17|17|18.5|18.5|36|36|24.5|24.5|192|192|151|22|22|38.5|38.5|88|88|NA|123|123|cm|right|both|brown|right|23|M|8|19|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|7a87fa2f3e4e4ca864a254fef98ecdc0|right|172.7|20|NA|18|NA|14|NA|38.5|NA|20|NA|38|NA|154|26|NA|45|NA|96|NA|NA|135|NA|cm|right|right|brown|right|20|F|9|14|white|NA
9c2633aaa2d945bb10608ad13c3a11a9|8e231231fb1ab2d42c266670295eee16|right|164|23|NA|17|17|19|NA|38.7|NA|27.7|NA|201.1|NA|154.3|23.3|NA|38.5|NA|88|NA|NA|127|NA|cm|right|both|blue|right|26|F|7|15|white|NA
6734f5f4f223d589dc4ff361a310c155|13e647076a48ced264cd8452175c2e15|right|145|18.8|55.3|17|17|16.1|16.5|40|40|30|30|53|52|141.7|22|21.6|41|40.8|88.2|89.6|86.4|117|116|cm|right|right|blue|right|87|female|7|35|white|3 initial measurements had to be re-measured
6734f5f4f223d589dc4ff361a310c155|1088af35708a5b36f1d4e2bb37acdcb7|right|181|24.3|58.5|18.3|17.5|18.2|19|46.4|45.7|57.6|56.4|70.5|71.5|176|25|24.8|52|50.5|104.5|105.5|112.5|144.5|143.2|cm|right|right|blue|left|30|male|8|36|white|2 initial measurements had to be re-measured
6734f5f4f223d589dc4ff361a310c155|e28999163456cff48b783a89fad8c6d9|right|152.6|18.3|54.7|17.2|17.2|17.8|17.3|38|38|21.7|21.3|56|59|159.6|23|22.5|42|41.9|89.5|90.8|91.3|117.8|119.9|cm|right|right|blue|left|60|female|10|40|white|NA
6734f5f4f223d589dc4ff361a310c155|09933344d53a61bf9ad3fbe844e173c8|right|169.5|21|56|18.5|18.2|19.9|19.2|44.4|44.3|28|28|64|65.8|165|23.6|23.7|47|46|103.4|103.3|105.4|128|127|cm|right|right|brown|right|20|female|10|30|laotian|NA
6734f5f4f223d589dc4ff361a310c155|8643d013d64405966b262a0280c0b197|right|164.9|19.1|57.2|17.3|17.1|17.5|17.9|41.8|43.2|23.5|23|67|65|151.9|21.9|22.7|44.1|43.1|99.5|99.5|96|126|126|cm|left|left|green|left|47|female|8|30|white|2 initial measurements had to be re-measured
6734f5f4f223d589dc4ff361a310c155|c0e88abe6a0ab110f0f201685c0bd185|right|153.6|22.2|64|18.2|18.2|19.4|19.9|43.4|43|29.6|29.7|60|60|161.1|23.6|24.4|45.4|45.5|92.4|91.9|95.8|123.2|121.8|cm|right|right|brown|left|22|female|10|30|african american|NA
6734f5f4f223d589dc4ff361a310c155|5b31d7eefd327c5296826021dd9a4c56|right|177.8|20.5|59.3|19|18.2|23|21|47.1|47.3|33.5|31.3|66.1|67.3|182.8|26.2|26.2|45|45.5|102.4|102.5|104|141.5|141.5|cm|right|left|blue|left|26|male|8|14|white|2 initial measurements had to be re-measured
6734f5f4f223d589dc4ff361a310c155|bc679a3aec3b015b11b5c33673d58a31|right|168.3|22.2|58.6|17.4|17|18.5|19.3|44.3|43.9|27|29|65.1|64.8|165.7|23.8|23.5|44.8|45|95.5|95|102|130|134|cm|left|right|blue|left|27|female|8|10|white|2 initial measurements had to be re-measured
6734f5f4f223d589dc4ff361a310c155|5ae2cd142c4d754f9cf52879c9df4fc0|right|170.1|22.5|57.7|17.3|17|19.5|18.8|44.4|44.6|24|24|65|65|168.6|21|22.5|45.9|45.8|100.8|102|101|130.4|129.9|cm|right|left|blue|left|26|male|10|22|white|NA
6734f5f4f223d589dc4ff361a310c155|112c745f06b882dc111506a76e90a206|right|151.6|19.9|55.1|16|16.6|18|16.2|39.7|41|23.5|25.5|56|56.4|156|22.3|22|42|40|96|95.2|94|119|120.8|cm|right|right|blue|left|61|female|10|16|white|NA
fd36e2b3ec59dbd996587454cbb59725|789951a2bbfbf299b0822cc8452f236f|left|69.75|9.25|22.25|7.625|7.5|8.625|8.5|19|19|9.75|9.75|90|90|72.5|11.25|11.25|19|19.25|41.25|41|41.25|58|57.5|inches|right|right|blue/green|right|38|male|9|32|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|e4a78a4c43790b174d1132cc72ff8829|left|44.75|6.5|19.5|4.875|5|5.5|5.5|11.25|11|7.25|7|54|54.5|43.125|6.25|6.5|12.875|13|25.75|25.5|25.875|35|35|inches|left|right|blue|left|5|female|9|15|white|Very good subject to measure
fd36e2b3ec59dbd996587454cbb59725|02fd0c9a5c0a52e64e487541c668dbb8|left|47.75|7|19.25|5.25|5.125|5.875|6|12.5|12.75|8.5|8.5|57.5|57|46.25|7.25|7.5|12.5|12.375|27.25|27|27.625|35.5|35.5|inches|right|left|brown|right|7|female|8|17|white|a bit wiggly
fd36e2b3ec59dbd996587454cbb59725|9f719255d46dd8b9b07935d891dc5295|left|71.5|9.25|23.5|7.875|7.75|9|9|19.25|19.25|12.25|12.75|87.25|87.5|71.75|10.5|10.5|19.875|19.875|42.625|42.75|42.625|57|56.875|inches|right|left|hazel|right|36|male|9|20|white|NA
fd36e2b3ec59dbd996587454cbb59725|06101d4bde60d0ea415206d4ba04572c|left|63.5|9|21.5|6.875|6.875|7.5|7.875|16.5|16.25|11.5|12|80.5|78.75|63.25|8.875|8.625|17|17.25|38.25|38.25|38.5|51.75|51.5|inches|left|right|green|left|36|female|9|15|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|7a0dee5e063bbcbcd68e6e60eb0d8ac2|left|45|6|20|5|5|5.375|5.5|12.125|12.125|9|8.75|56.625|56|45.625|7.5|7.375|12|12.25|26.625|26.75|25.625|35.5|35.25|inches|right|right|hazel|left|6|female|10|12|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|993be15b8f3ea1fb344718d12c4073fc|left|61.125|7.5|21.875|7.25|7.125|7.0625|7.375|16.125|16|11.1875|11.25|73.75|76.5|60.875|9.375|9.5|19.375|19.625|36.5|37|36|49.5|49.25|inches|right|left|brown|right|11|female|10|12|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|ac11025453a44a174b69354845b985d5|left|65.625|8.625|22.125|7.1875|7.125|8.5|8|17.1875|17|12.125|12.5|75.75|74.625|65.875|9.75|9.875|17.625|17.25|37.5|37.75|36.75|54.5|54.75|inches|right|left|brown|right|35|female|10|14|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|21a0357f2ca81fcfc9e5502e6ba4c5de|left|62|8.75|22|6.5|6.375|7.5625|7.5|17|16.75|11.5|11.75|79|80.5|62|9|8.75|16.75|17.375|36.5|37|37|50|51|inches|right|right|blue|right|52|female|7|22|white|subject had been drinking before taking measurements
fd36e2b3ec59dbd996587454cbb59725|08982a644b08fcabe920861dcf638039|left|70.5|9.125|22.875|8|8|8.375|8.375|19.125|19.25|12.5|12|88.5|88|72.125|10.25|10.25|19.75|19.626|42.25|41.875|40.75|57.75|57|inches|right|right|green|right|59|male|9|15|white|NA
fd36e2b3ec59dbd996587454cbb59725|7aa407c589c49ea3aa49224367f9aad8|left|62.25|8.75|22.375|6.75|6.875|8|8.125|16.875|17.125|11.5|11.75|79|79.375|63.25|9.5|9.25|17|17.125|37.5|37.875|37.75|52.25|52|inches|right|left|blue|right|57|female|9|15|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|789951a2bbfbf299b0822cc8452f236f|left|69.75|9.25|22.25|7.625|7.5|8.625|8.5|19|19|9.75|9.75|90|90|72.5|11.25|11.25|19|19.25|41.25|41|41.25|58|57.5|inches|right|right|blue/green|right|38|male|9|32|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|e4a78a4c43790b174d1132cc72ff8829|left|44.75|6.5|19.5|4.875|5|5.5|5.5|11.25|11|7.25|7|54|54.5|43.125|6.25|6.5|12.875|13|25.75|25.5|25.875|35|35|inches|left|right|blue|left|5|female|9|15|white|Very good subject to measure
fd36e2b3ec59dbd996587454cbb59725|02fd0c9a5c0a52e64e487541c668dbb8|left|47.75|7|19.25|5.25|5.125|5.875|6|12.5|12.75|8.5|8.5|57.5|57|46.25|7.25|7.5|12.5|12.375|27.25|27|27.625|35.5|35.5|inches|right|left|brown|right|7|female|8|17|white|a bit wiggly
fd36e2b3ec59dbd996587454cbb59725|9f719255d46dd8b9b07935d891dc5295|left|71.5|9.25|23.5|7.875|7.75|9|9|19.25|19.25|12.25|12.75|87.25|87.5|71.75|10.5|10.5|19.875|19.875|42.625|42.75|42.625|57|56.875|inches|right|left|hazel|right|36|male|9|20|white|NA
fd36e2b3ec59dbd996587454cbb59725|06101d4bde60d0ea415206d4ba04572c|left|63.5|9|21.5|6.875|6.875|7.5|7.875|16.5|16.25|11.5|12|80.5|78.75|63.25|8.875|8.625|17|17.25|38.25|38.25|38.5|51.75|51.5|inches|left|right|green|left|36|female|9|15|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|7a0dee5e063bbcbcd68e6e60eb0d8ac2|left|45|6|20|5|5|5.375|5.5|12.125|12.125|9|8.75|56.625|56|45.625|7.5|7.375|12|12.25|26.625|26.75|25.625|35.5|35.25|inches|right|right|hazel|left|6|female|10|12|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|993be15b8f3ea1fb344718d12c4073fc|left|61.125|7.5|21.875|7.25|7.125|7.0625|7.375|16.125|16|11.1875|11.25|73.75|76.5|60.875|9.375|9.5|19.375|19.625|36.5|37|36|49.5|49.25|inches|right|left|brown|right|11|female|10|12|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|ac11025453a44a174b69354845b985d5|left|65.625|8.625|22.125|7.1875|7.125|8.5|8|17.1875|17|12.125|12.5|75.75|74.625|65.875|9.75|9.875|17.625|17.25|37.5|37.75|36.75|54.5|54.75|inches|right|left|brown|right|35|female|10|14|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|21a0357f2ca81fcfc9e5502e6ba4c5de|left|62|8.75|22|6.5|6.375|7.5625|7.5|17|16.75|11.5|11.75|79|80.5|62|9|8.75|16.75|17.375|36.5|37|37|50|51|inches|right|right|blue|right|52|female|7|22|white|subject had been drinking before taking measurements
fd36e2b3ec59dbd996587454cbb59725|08982a644b08fcabe920861dcf638039|left|70.5|9.125|22.875|8|8|8.375|8.375|19.125|19.25|12.5|12|88.5|88|72.125|10.25|10.25|19.75|19.626|42.25|41.875|40.75|57.75|57|inches|right|right|green|right|59|male|9|15|white|NA
fd36e2b3ec59dbd996587454cbb59725|7aa407c589c49ea3aa49224367f9aad8|left|62.25|8.75|22.375|6.75|6.875|8|8.125|16.875|17.125|11.5|11.75|79|79.375|63.25|9.5|9.25|17|17.125|37.5|37.875|37.75|52.25|52|inches|right|left|blue|right|57|female|9|15|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|789951a2bbfbf299b0822cc8452f236f|left|69.75|9.25|22.25|7.625|7.5|8.625|8.5|19|19|9.75|9.75|90|90|72.5|11.25|11.25|19|19.25|41.25|41|41.25|58|57.5|inches|right|right|blue/green|right|38|male|9|32|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|e4a78a4c43790b174d1132cc72ff8829|left|44.75|6.5|19.5|4.875|5|5.5|5.5|11.25|11|7.25|7|54|54.5|43.125|6.25|6.5|12.875|13|25.75|25.5|25.875|35|35|inches|left|right|blue|left|5|female|9|15|white|Very good subject to measure
fd36e2b3ec59dbd996587454cbb59725|02fd0c9a5c0a52e64e487541c668dbb8|left|47.75|7|19.25|5.25|5.125|5.875|6|12.5|12.75|8.5|8.5|57.5|57|46.25|7.25|7.5|12.5|12.375|27.25|27|27.625|35.5|35.5|inches|right|left|brown|right|7|female|8|17|white|a bit wiggly
fd36e2b3ec59dbd996587454cbb59725|9f719255d46dd8b9b07935d891dc5295|left|71.5|9.25|23.5|7.875|7.75|9|9|19.25|19.25|12.25|12.75|87.25|87.5|71.75|10.5|10.5|19.875|19.875|42.625|42.75|42.625|57|56.875|inches|right|left|hazel|right|36|male|9|20|white|NA
fd36e2b3ec59dbd996587454cbb59725|06101d4bde60d0ea415206d4ba04572c|left|63.5|9|21.5|6.875|6.875|7.5|7.875|16.5|16.25|11.5|12|80.5|78.75|63.25|8.875|8.625|17|17.25|38.25|38.25|38.5|51.75|51.5|inches|left|right|green|left|36|female|9|15|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|7a0dee5e063bbcbcd68e6e60eb0d8ac2|left|45|6|20|5|5|5.375|5.5|12.125|12.125|9|8.75|56.625|56|45.625|7.5|7.375|12|12.25|26.625|26.75|25.625|35.5|35.25|inches|right|right|hazel|left|6|female|10|12|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|993be15b8f3ea1fb344718d12c4073fc|left|61.125|7.5|21.875|7.25|7.125|7.0625|7.375|16.125|16|11.1875|11.25|73.75|76.5|60.875|9.375|9.5|19.375|19.625|36.5|37|36|49.5|49.25|inches|right|left|brown|right|11|female|10|12|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|ac11025453a44a174b69354845b985d5|left|65.625|8.625|22.125|7.1875|7.125|8.5|8|17.1875|17|12.125|12.5|75.75|74.625|65.875|9.75|9.875|17.625|17.25|37.5|37.75|36.75|54.5|54.75|inches|right|left|brown|right|35|female|10|14|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|21a0357f2ca81fcfc9e5502e6ba4c5de|left|62|8.75|22|6.5|6.375|7.5625|7.5|17|16.75|11.5|11.75|79|80.5|62|9|8.75|16.75|17.375|36.5|37|37|50|51|inches|right|right|blue|right|52|female|7|22|white|subject had been drinking before taking measurements
fd36e2b3ec59dbd996587454cbb59725|08982a644b08fcabe920861dcf638039|left|70.5|9.125|22.875|8|8|8.375|8.375|19.125|19.25|12.5|12|88.5|88|72.125|10.25|10.25|19.75|19.626|42.25|41.875|40.75|57.75|57|inches|right|right|green|right|59|male|9|15|white|NA
fd36e2b3ec59dbd996587454cbb59725|7aa407c589c49ea3aa49224367f9aad8|left|62.25|8.75|22.375|6.75|6.875|8|8.125|16.875|17.125|11.5|11.75|79|79.375|63.25|9.5|9.25|17|17.125|37.5|37.875|37.75|52.25|52|inches|right|left|blue|right|57|female|9|15|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|789951a2bbfbf299b0822cc8452f236f|left|69.75|9.25|22.25|7.625|7.5|8.625|8.5|19|19|9.75|9.75|90|90|72.5|11.25|11.25|19|19.25|41.25|41|41.25|58|57.5|inches|right|right|blue/green|right|38|male|9|32|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|e4a78a4c43790b174d1132cc72ff8829|left|44.75|6.5|19.5|4.875|5|5.5|5.5|11.25|11|7.25|7|54|54.5|43.125|6.25|6.5|12.875|13|25.75|25.5|25.875|35|35|inches|left|right|blue|left|5|female|9|15|white|Very good subject to measure
fd36e2b3ec59dbd996587454cbb59725|02fd0c9a5c0a52e64e487541c668dbb8|left|47.75|7|19.25|5.25|5.125|5.875|6|12.5|12.75|8.5|8.5|57.5|57|46.25|7.25|7.5|12.5|12.375|27.25|27|27.625|35.5|35.5|inches|right|left|brown|right|7|female|8|17|white|a bit wiggly
fd36e2b3ec59dbd996587454cbb59725|9f719255d46dd8b9b07935d891dc5295|left|71.5|9.25|23.5|7.875|7.75|9|9|19.25|19.25|12.25|12.75|87.25|87.5|71.75|10.5|10.5|19.875|19.875|42.625|42.75|42.625|57|56.875|inches|right|left|hazel|right|36|male|9|20|white|NA
fd36e2b3ec59dbd996587454cbb59725|06101d4bde60d0ea415206d4ba04572c|left|63.5|9|21.5|6.875|6.875|7.5|7.875|16.5|16.25|11.5|12|80.5|78.75|63.25|8.875|8.625|17|17.25|38.25|38.25|38.5|51.75|51.5|inches|left|right|green|left|36|female|9|15|white|has some native american
fd36e2b3ec59dbd996587454cbb59725|7a0dee5e063bbcbcd68e6e60eb0d8ac2|left|45|6|20|5|5|5.375|5.5|12.125|12.125|9|8.75|56.625|56|45.625|7.5|7.375|12|12.25|26.625|26.75|25.625|35.5|35.25|inches|right|right|hazel|left|6|female|10|12|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|993be15b8f3ea1fb344718d12c4073fc|left|61.125|7.5|21.875|7.25|7.125|7.0625|7.375|16.125|16|11.1875|11.25|73.75|76.5|60.875|9.375|9.5|19.375|19.625|36.5|37|36|49.5|49.25|inches|right|left|brown|right|11|female|10|12|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|ac11025453a44a174b69354845b985d5|left|65.625|8.625|22.125|7.1875|7.125|8.5|8|17.1875|17|12.125|12.5|75.75|74.625|65.875|9.75|9.875|17.625|17.25|37.5|37.75|36.75|54.5|54.75|inches|right|left|brown|right|35|female|10|14|white|person doing measurements was very accurate
fd36e2b3ec59dbd996587454cbb59725|21a0357f2ca81fcfc9e5502e6ba4c5de|left|62|8.75|22|6.5|6.375|7.5625|7.5|17|16.75|11.5|11.75|79|80.5|62|9|8.75|16.75|17.375|36.5|37|37|50|51|inches|right|right|blue|right|52|female|7|22|white|subject had been drinking before taking measurements
fd36e2b3ec59dbd996587454cbb59725|08982a644b08fcabe920861dcf638039|left|70.5|9.125|22.875|8|8|8.375|8.375|19.125|19.25|12.5|12|88.5|88|72.125|10.25|10.25|19.75|19.626|42.25|41.875|40.75|57.75|57|inches|right|right|green|right|59|male|9|15|white|NA
fd36e2b3ec59dbd996587454cbb59725|7aa407c589c49ea3aa49224367f9aad8|left|62.25|8.75|22.375|6.75|6.875|8|8.125|16.875|17.125|11.5|11.75|79|79.375|63.25|9.5|9.25|17|17.125|37.5|37.875|37.75|52.25|52|inches|right|left|blue|right|57|female|9|15|white|has some native american
c51267de031fb6d879a8abf25d260269|1c2408654ef5a2fe1fc962088312266c|right|178|21|59|19.5|19|22|21.5|45|46|30|31|225.5|226|176|26.5|26.5|43.5|43|94|93.5|98.5|136|134|cm|right|right|blue|left|47|male|10|23|white|possible ancestry may include: scottish, wea native american
c51267de031fb6d879a8abf25d260269|9b2cfcfa9664443aaa0a5cf1333c7244|right|181.61|20.32|58|17.78|17.78|22.86|22.86|46.228|46.228|29|30|152.4|152.6|218.44|25.4|25.4|45.72|45.6|99.06|99|109|135.9|136|cm|right|right|brown|right|22|male|10|15|white|data collector
c51267de031fb6d879a8abf25d260269|c45839f19cbf1437468598076cb11a1c|right|175.4|19.6|56|17|17.1|22.1|22.1|44.6|44.7|28|28|147.4|147.2|211|24|24|44|44|95.7|95.6|105.3|131.2|131.3|cm|right|right|brown|right|23|male|8|20|white|australian ancestry
c51267de031fb6d879a8abf25d260269|5416d60fcbda9d702ccbcee046a3e7cb|right|161|18|51|16|16|20|20|41|41|26|27|135|135|193|22.5|22.5|40.5|40.5|88|88|96.5|120|120|cm|right|right|green|right|20|female|7|15|white|australian ancestry
c51267de031fb6d879a8abf25d260269|2420e28d6dd40f144e4484b856092628|right|165|18.5|53|16|16|21|21|42|42|26|27|138|139|198.5|23|23|41.5|41.5|90|90|99|123|123|cm|right|right|brown|right|52|female|7|20|white|NA
c51267de031fb6d879a8abf25d260269|b4216eec77f3aaf926d1b6a1e1512c8e|right|186|21|59|18|18|23|23|47|47|30|31|156|156|224|26|26|47|47|101|101|112|139|139|cm|right|right|brown|right|61|male|8|12|white|italian ancestry
c51267de031fb6d879a8abf25d260269|516c55f4541512c4672db44137aae2c8|right|184|20.5|59|18|18|23|23|47|47|29|30|154|155|221|26|26|46|46|100|100|110|138|138|cm|right|right|brown|right|25|male|5|10|white|NA
c51267de031fb6d879a8abf25d260269|7b85f0f72fa8b6276a307492ba804025|right|159|18|52|16|16|20|20|41|41|26|27|136|136|195|23|23|41|41|89|88|97|122|122|cm|left|both|blue|left|23|female|5|15|hispanic|NA
c51267de031fb6d879a8abf25d260269|2bb88f446d3a78151df3ae67ad006e10|right|185.5|21|59|18|18|23|23|47|47|30|31|156|156|223|26|26|47|47|101|101|111|139|139|cm|right|right|brown|left|26|male|6|10|white|NA
c51267de031fb6d879a8abf25d260269|5a4bb89464c07cc514e9f08ac6190e71|right|185|21|61|18|18|23|23|48|48|30|31|157|157|224|26|26|47|47|102|101|111|139|139|cm|right|right|brown|right|22|male|7|10|white|NA
5a2f371a934f22dffcf1e994cb6eca40|3edc9028bcaab791b8790713cf82d280|right|183|23|58|19.5|19.5|21|21.5|40.5|40.5|25.5|25.5|226|223.5|183|28|28|46.5|46.5|106|106|109|137|137|cm|right|left|hazel|right|21|male|10|24.5|caucasian|german, norwegian, english
5a2f371a934f22dffcf1e994cb6eca40|04b2eeaf9dcd75f5fcaeec08f76603f2|right|166.5|20.5|53.5|18|18|19|19|40.5|40.5|25.5|25.5|205.5|206.5|164|23|23|44|44.5|100.5|101|99|136|134.5|cm|right|right|blue|right|20|female|10|10|white|german, norwegian
5a2f371a934f22dffcf1e994cb6eca40|c775bb281e5479508ec125fa644ff065|right|157.5|23|55|18|18|18|18|39.5|39.5|19.5|19.5|199.5|199.5|160|23|23|39.5|39.5|82|82.5|90|121.5|121.5|cm|right|brown|left|right|23|male|10|9|chinese|NA
5a2f371a934f22dffcf1e994cb6eca40|5d0a00a4553a324b9f14f2eb6820ada4|right|171.5|22|53|9|7|10|10|30|30|23|23|234|234|65|20|20|43|43|104|104|107|139|139|cm|right|right|brown|right|21|male|5|30|asian|NA
5a2f371a934f22dffcf1e994cb6eca40|c7e8ec1734c9626546d613ca12f9dc57|right|178|23|59|20|20|23|22.5|23.5|23.5|16|16|224|222|171|27|26.5|49|49|101|100|101|130|129|cm|right|right|blue|right|54|male|9|9|anglo|english
5a2f371a934f22dffcf1e994cb6eca40|cff864eff9ec76edf5a6606be92b33b5|right|168|20|56|19|20|21|21|41|41|24|24|208|208|166|25.5|25|45|45|102|102|99|128|128|cm|right|right|hazel|right|61|female|9|11|caucasian|german, norwegian
5a2f371a934f22dffcf1e994cb6eca40|19e7e29d12d3eec6776a993acdfca999|right|170|27|56|17.5|18|20|21|45|45|21|21|210|212|174|24|24|42|42|94|94|99|130|130|cm|right|left|green|right|20|female|7|20|caucasian|NA
5a2f371a934f22dffcf1e994cb6eca40|35d830aeb7087089a94bd6f4c2119268|right|178|24|58|18.5|18.5|21.5|21.5|44.5|44|29|29|223.5|223.5|180.5|26|25.5|49|49|100.5|100.5|104|137|137|cm|left|left|green|right|22|male|10|15.5|caucasian|norwegian
5a2f371a934f22dffcf1e994cb6eca40|df2f92f65e0119382722048c0fe1aaa9|right|183|25|23|21|21|10|10|47|47|71|71|243|243|162|29|29|56|56|103|103|108|141|141|cm|right|right|green|right|23|male|8|20|caucasian|NA
